,EMB_ID,PROD_ID,NR_REGISTO,DESCR,GRUPO_HOM_COD,QUANT_TOT,UNID_QUANT_TOT_ID,QUANTIDADE,UNID_QUANT_ID,TIPO_EMB_ID,ACOND_PRIMARIO_ID,TIPO_TRATAMENTO_ID,ESTADO_EMB_ID,IND_EMB_UNITARIA,IND_EMB_HOSPITALAR,IND_DISP_SEGURANCA,PEM_AMB,PEM_AMB_MS,PEM_AMB_BIO,PEM_AMB_BIO_MS,CNPEM,CHNM_COD,CDM,REFERENCIA,CARACT_ESPECIFICAS,Dosagem,Nome,ind_generico,form_farm_descr,Forma_farm_id,tipo_emb_descr,Tipo_prod_descr,Grupo_hom_descr,Estado_AIM_descr,Class_Disp_descr,Titular_AIM_descr,DCIPT_descr,DCIPT_ID,full_name,numerator_value,numerator_unit,denominator_value,denominator_unit,DCIPT_descr_parse,routes_id,routes_descr,edqm_routes_id,edqm_routes_descr_en,atc_code,atc_descr,edqm_dose_form_id,edqm_dose_form_descr_en,edqm_dose_form_descr_pt,mapping_term
1054,58247,29063,4517595,Blister - 100 unidade(s),GH0000,100.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024639.0,10017457,,,,5 mg,Amlodipina Mibral,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Amlodipina,174,Amlodipina Mibral 5 mg Comprimido Blister - 100 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1055,58248,29064,4517694,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024647.0,10014774,,,,10 mg,Amlodipina Mibral,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Amlodipina,174,Amlodipina Mibral 10 mg Comprimido Blister - 10 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1056,58249,29064,4517793,Blister - 100 unidade(s),GH0000,100.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024655.0,10014774,,,,10 mg,Amlodipina Mibral,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Amlodipina,174,Amlodipina Mibral 10 mg Comprimido Blister - 100 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1221,62698,34494,4038980,Blister - 10 unidade(s),GH0150,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013335.0,10017457,,,,5 mg,Amlodipina Cardionox 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 5 mg | [1-20] unidades,Autorizado,MSRM,"Alter, S.A.",Amlodipina,174,Amlodipina Cardionox 5 mg Comprimidos 5 mg Comprimido Blister - 10 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1222,62699,34494,4039087,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013327.0,10017457,,,,5 mg,Amlodipina Cardionox 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Alter, S.A.",Amlodipina,174,Amlodipina Cardionox 5 mg Comprimidos 5 mg Comprimido Blister - 30 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1223,62700,34495,4039186,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013351.0,10014774,,,,10 mg,Amlodipina Cardionox 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Alter, S.A.",Amlodipina,174,Amlodipina Cardionox 10 mg Comprimidos 10 mg Comprimido Blister - 30 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1224,62701,34495,4039285,Blister - 60 unidade(s),GH0147,60.0,32,,,,7,2,0,N,N,S,S,S,N,N,50013360.0,10014774,,,,10 mg,Amlodipina Cardionox 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 10 mg | [21-60] unidades,Autorizado,MSRM,"Alter, S.A.",Amlodipina,174,Amlodipina Cardionox 10 mg Comprimidos 10 mg Comprimido Blister - 60 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1292,63878,34787,4456182,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013335.0,10017457,,,,5 mg,Amlodipina Jaba 5 mg comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Jaba Recordati, S.A.",Amlodipina,174,Amlodipina Jaba 5 mg comprimidos 5 mg Comprimido Blister - 10 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1293,63879,34787,4456281,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013327.0,10017457,,,,5 mg,Amlodipina Jaba 5 mg comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Jaba Recordati, S.A.",Amlodipina,174,Amlodipina Jaba 5 mg comprimidos 5 mg Comprimido Blister - 30 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1294,63880,34787,4456380,Blister - 90 unidade(s),GH0000,90.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024639.0,10017457,,,,5 mg,Amlodipina Jaba 5 mg comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Jaba Recordati, S.A.",Amlodipina,174,Amlodipina Jaba 5 mg comprimidos 5 mg Comprimido Blister - 90 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1295,63881,34788,4456489,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024647.0,10014774,,,,10 mg,Amlodipina Jaba 10 mg comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Jaba Recordati, S.A.",Amlodipina,174,Amlodipina Jaba 10 mg comprimidos 10 mg Comprimido Blister - 10 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1296,63882,34788,4456588,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013351.0,10014774,,,,10 mg,Amlodipina Jaba 10 mg comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Jaba Recordati, S.A.",Amlodipina,174,Amlodipina Jaba 10 mg comprimidos 10 mg Comprimido Blister - 30 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1297,63883,34788,4456687,Blister - 90 unidade(s),GH0000,90.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024655.0,10014774,,,,10 mg,Amlodipina Jaba 10 mg comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Jaba Recordati, S.A.",Amlodipina,174,Amlodipina Jaba 10 mg comprimidos 10 mg Comprimido Blister - 90 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1298,63890,34791,4458089,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013335.0,10017457,,,,5 mg,Amlodipina Generis 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Generis Farmacêutica, S.A.",Amlodipina,174,Amlodipina Generis 5 mg Comprimidos 5 mg Comprimido Blister - 10 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1299,63891,34791,4458188,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013327.0,10017457,,,,5 mg,Amlodipina Generis 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Generis Farmacêutica, S.A.",Amlodipina,174,Amlodipina Generis 5 mg Comprimidos 5 mg Comprimido Blister - 30 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1300,63892,34791,4458287,Blister - 90 unidade(s),GH0000,90.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024639.0,10017457,,,,5 mg,Amlodipina Generis 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Generis Farmacêutica, S.A.",Amlodipina,174,Amlodipina Generis 5 mg Comprimidos 5 mg Comprimido Blister - 90 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1301,63893,34792,4458386,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024647.0,10014774,,,,10 mg,Amlodipina Generis 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Generis Farmacêutica, S.A.",Amlodipina,174,Amlodipina Generis 10 mg Comprimidos 10 mg Comprimido Blister - 10 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1302,63894,34792,4458485,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013351.0,10014774,,,,10 mg,Amlodipina Generis 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Generis Farmacêutica, S.A.",Amlodipina,174,Amlodipina Generis 10 mg Comprimidos 10 mg Comprimido Blister - 30 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1303,63895,34792,4458584,Blister - 90 unidade(s),GH0000,90.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024655.0,10014774,,,,10 mg,Amlodipina Generis 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Generis Farmacêutica, S.A.",Amlodipina,174,Amlodipina Generis 10 mg Comprimidos 10 mg Comprimido Blister - 90 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1475,66758,35453,5003595,Blister - 10 unidade(s),GH0150,10.0,32,,,,7,2,0,N,N,S,S,S,N,N,50013335.0,10017457,,,,5 mg,Amlodipina toLife 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 5 mg | [1-20] unidades,Autorizado,MSRM,"ToLife - Produtos Farmacêuticos, S.A.",Amlodipina,174,Amlodipina toLife 5 mg Comprimidos 5 mg Comprimido Blister - 10 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1476,66759,35453,5003694,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013327.0,10017457,,,,5 mg,Amlodipina toLife 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"ToLife - Produtos Farmacêuticos, S.A.",Amlodipina,174,Amlodipina toLife 5 mg Comprimidos 5 mg Comprimido Blister - 30 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1477,66760,35453,5003793,Blister - 60 unidade(s),GH0151,60.0,32,,,,7,2,0,N,N,S,S,S,N,N,50013343.0,10017457,,,,5 mg,Amlodipina toLife 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 5 mg | [21-60] unidades,Autorizado,MSRM,"ToLife - Produtos Farmacêuticos, S.A.",Amlodipina,174,Amlodipina toLife 5 mg Comprimidos 5 mg Comprimido Blister - 60 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1478,66761,35454,5003892,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024647.0,10014774,,,,10 mg,Amlodipina toLife 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"ToLife - Produtos Farmacêuticos, S.A.",Amlodipina,174,Amlodipina toLife 10 mg Comprimidos 10 mg Comprimido Blister - 10 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1479,66762,35454,5003991,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013351.0,10014774,,,,10 mg,Amlodipina toLife 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"ToLife - Produtos Farmacêuticos, S.A.",Amlodipina,174,Amlodipina toLife 10 mg Comprimidos 10 mg Comprimido Blister - 30 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1480,66763,35454,5004098,Blister - 60 unidade(s),GH0147,60.0,32,,,,7,2,0,N,N,S,S,S,N,N,50013360.0,10014774,,,,10 mg,Amlodipina toLife 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 10 mg | [21-60] unidades,Autorizado,MSRM,"ToLife - Produtos Farmacêuticos, S.A.",Amlodipina,174,Amlodipina toLife 10 mg Comprimidos 10 mg Comprimido Blister - 60 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
