,EMB_ID,PROD_ID,NR_REGISTO,DESCR,GRUPO_HOM_COD,QUANT_TOT,UNID_QUANT_TOT_ID,QUANTIDADE,UNID_QUANT_ID,TIPO_EMB_ID,ACOND_PRIMARIO_ID,TIPO_TRATAMENTO_ID,ESTADO_EMB_ID,IND_EMB_UNITARIA,IND_EMB_HOSPITALAR,IND_DISP_SEGURANCA,PEM_AMB,PEM_AMB_MS,PEM_AMB_BIO,PEM_AMB_BIO_MS,CNPEM,CHNM_COD,CDM,REFERENCIA,CARACT_ESPECIFICAS,Dosagem,Nome,ind_generico,form_farm_descr,Forma_farm_id,tipo_emb_descr,Tipo_prod_descr,Grupo_hom_descr,Estado_AIM_descr,Class_Disp_descr,Titular_AIM_descr,DCIPT_descr,DCIPT_ID,full_name,numerator_value,numerator_unit,denominator_value,denominator_unit,DCIPT_descr_parse,routes_id,routes_descr,edqm_routes_id,edqm_routes_descr_en,atc_code,atc_descr,edqm_dose_form_id,edqm_dose_form_descr_en,edqm_dose_form_descr_pt,mapping_term
10,842,509,2553287,Blister - 56 unidade(s),GH0000,56.0,32,,,,7,2,0,N,N,S,N,N,N,N,50002244.0,10037342,,,,150 mg,Aprovel,N,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Sanofi-Aventis Groupe, S.A.",Irbesartan,1716,Aprovel 150 mg Comprimido Blister - 56 unidade(s),150,mg,,,Irbesartan,48,Via oral,20053000.0,Oral use,C09CA04,irbesartan,10219000.0,Tablet,Comprimido,Comprimido
11,843,510,2553584,Blister - 56 unidade(s),GH0000,56.0,32,,,,7,2,0,N,N,S,N,N,N,N,50002260.0,10028400,,,,300 mg,Aprovel,N,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Sanofi-Aventis Groupe, S.A.",Irbesartan,1716,Aprovel 300 mg Comprimido Blister - 56 unidade(s),300,mg,,,Irbesartan,48,Via oral,20053000.0,Oral use,C09CA04,irbesartan,10219000.0,Tablet,Comprimido,Comprimido
12,844,510,2553485,Blister - 28 unidade(s),GH0675,28.0,32,,,,7,2,0,N,N,S,S,S,N,N,50002279.0,10028400,,,,300 mg,Aprovel,N,Comprimido,271,,Medicamento Uso Humano,Irbesartan | A101 | Oral | 300 mg | [21-60] unidades,Autorizado,MSRM,"Sanofi-Aventis Groupe, S.A.",Irbesartan,1716,Aprovel 300 mg Comprimido Blister - 28 unidade(s),300,mg,,,Irbesartan,48,Via oral,20053000.0,Oral use,C09CA04,irbesartan,10219000.0,Tablet,Comprimido,Comprimido
13,845,510,2553683,Blister - 98 unidade(s),GH0000,98.0,32,,,,7,2,0,N,N,S,N,N,N,N,50002287.0,10028400,,,,300 mg,Aprovel,N,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Sanofi-Aventis Groupe, S.A.",Irbesartan,1716,Aprovel 300 mg Comprimido Blister - 98 unidade(s),300,mg,,,Irbesartan,48,Via oral,20053000.0,Oral use,C09CA04,irbesartan,10219000.0,Tablet,Comprimido,Comprimido
14,1146,675,9735100,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,1,0,N,N,N,S,S,N,N,50001981.0,10002512,,,,500 mg,Atralidon,N,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MNSRM,"Laboratórios Atral, S.A.",Paracetamol,95,Atralidon 500 mg Comprimido Blister - 20 unidade(s),500,mg,,,Paracetamol,48,Via oral,20053000.0,Oral use,N02BE01,paracetamol,10219000.0,Tablet,Comprimido,Comprimido
15,1480,887,8168500,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,1,0,N,N,S,S,S,N,N,50003429.0,10002868,,,,125 mg,Ben-U-Ron,N,Supositório,186,,Medicamento Uso Humano,,Autorizado,MSRM,"Bene Farmacêutica, Lda.",Paracetamol,95,Ben-U-Ron 125 mg Supositório Blister - 10 unidade(s),125,mg,,,Paracetamol,54,Via retal,20061000.0,Rectal use,N02BE01,paracetamol,11013000.0,Suppository,Supositório,Supositório
16,1481,888,8168518,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,1,0,N,N,S,S,S,N,N,50003437.0,10002890,,,,250 mg,Ben-U-Ron,N,Supositório,186,,Medicamento Uso Humano,,Autorizado,MSRM,"Bene Farmacêutica, Lda.",Paracetamol,95,Ben-U-Ron 250 mg Supositório Blister - 10 unidade(s),250,mg,,,Paracetamol,54,Via retal,20061000.0,Rectal use,N02BE01,paracetamol,11013000.0,Suppository,Supositório,Supositório
17,1482,889,8168526,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,1,0,N,N,N,S,S,N,N,50003445.0,10002932,,,,500 mg,Ben-U-Ron,N,Supositório,186,,Medicamento Uso Humano,,Autorizado,MNSRM,"Bene Farmacêutica, Lda.",Paracetamol,95,Ben-U-Ron 500 mg Supositório Blister - 10 unidade(s),500,mg,,,Paracetamol,54,Via retal,20061000.0,Rectal use,N02BE01,paracetamol,11013000.0,Suppository,Supositório,Supositório
18,1483,890,8168534,Fita termossoldada - 10 unidade(s),GH0000,10.0,32,,,,56,1,0,N,N,S,S,S,N,N,50003453.0,10002850,,,,1000 mg,Ben-U-Ron,N,Supositório,186,,Medicamento Uso Humano,,Autorizado,MSRM,"Bene Farmacêutica, Lda.",Paracetamol,95,Ben-U-Ron 1000 mg Supositório Fita termossoldada - 10 unidade(s),1000,mg,,,Paracetamol,54,Via retal,20061000.0,Rectal use,N02BE01,paracetamol,11013000.0,Suppository,Supositório,Supositório
19,1484,891,8626507,Frasco - 1 unidade(s) - 85 ml,GH0000,1.0,32,85.0,12.0,,8,1,0,N,N,S,S,S,N,N,50003461.0,10003009,,,,40 mg/ml,Ben-U-Ron,N,Xarope,13,,Medicamento Uso Humano,,Autorizado,MSRM,"Bene Farmacêutica, Lda.",Paracetamol,95,Ben-U-Ron 40 mg/ml Xarope Frasco - 1 unidade(s) - 85 ml,40,mg,1,ml,Paracetamol,48,Via oral,20053000.0,Oral use,N02BE01,paracetamol,10117000.0,Syrup,Xarope,Xarope
20,1537,932,2495794,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,1,0,N,N,N,N,N,N,N,50001981.0,10002512,,,,500 mg,Pantadolor,N,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MNSRM,"Labialfarma - Laboratório de Produtos Farmacêuticos e Nutracêuticos, S.A.",Paracetamol,95,Pantadolor 500 mg Comprimido Blister - 20 unidade(s),500,mg,,,Paracetamol,48,Via oral,20053000.0,Oral use,N02BE01,paracetamol,10219000.0,Tablet,Comprimido,Comprimido
21,1538,933,2495893,Fita termossoldada - 10 unidade(s),GH0000,10.0,32,,,,56,1,0,N,N,N,N,N,N,N,50003429.0,10002868,,,,125 mg,Pantadolor,N,Supositório,186,,Medicamento Uso Humano,,Autorizado,MNSRM,"Labialfarma - Laboratório de Produtos Farmacêuticos e Nutracêuticos, S.A.",Paracetamol,95,Pantadolor 125 mg Supositório Fita termossoldada - 10 unidade(s),125,mg,,,Paracetamol,54,Via retal,20061000.0,Rectal use,N02BE01,paracetamol,11013000.0,Suppository,Supositório,Supositório
22,1539,934,2495992,Fita termossoldada - 10 unidade(s),GH0000,10.0,32,,,,56,1,0,N,N,N,N,N,N,N,50003437.0,10002890,,,,250 mg,Pantadolor,N,Supositório,186,,Medicamento Uso Humano,,Autorizado,MNSRM,"Labialfarma - Laboratório de Produtos Farmacêuticos e Nutracêuticos, S.A.",Paracetamol,95,Pantadolor 250 mg Supositório Fita termossoldada - 10 unidade(s),250,mg,,,Paracetamol,54,Via retal,20061000.0,Rectal use,N02BE01,paracetamol,11013000.0,Suppository,Supositório,Supositório
23,1540,935,2496099,Fita termossoldada - 10 unidade(s),GH0000,10.0,32,,,,56,1,0,N,N,N,N,N,N,N,50003445.0,10002932,,,,500 mg,Pantadolor,N,Supositório,186,,Medicamento Uso Humano,,Autorizado,MNSRM,"Labialfarma - Laboratório de Produtos Farmacêuticos e Nutracêuticos, S.A.",Paracetamol,95,Pantadolor 500 mg Supositório Fita termossoldada - 10 unidade(s),500,mg,,,Paracetamol,54,Via retal,20061000.0,Rectal use,N02BE01,paracetamol,11013000.0,Suppository,Supositório,Supositório
24,1541,936,2496198,Fita termossoldada - 10 unidade(s),GH0000,10.0,32,,,,56,1,0,N,N,N,N,N,N,N,50003453.0,10002850,,,,1000 mg,Pantadolor,N,Supositório,186,,Medicamento Uso Humano,,Autorizado,MNSRM,"Labialfarma - Laboratório de Produtos Farmacêuticos e Nutracêuticos, S.A.",Paracetamol,95,Pantadolor 1000 mg Supositório Fita termossoldada - 10 unidade(s),1000,mg,,,Paracetamol,54,Via retal,20061000.0,Rectal use,N02BE01,paracetamol,11013000.0,Suppository,Supositório,Supositório
25,1674,1026,9093856,Blister - 60 unidade(s),GH0000,60.0,32,,,,7,1,0,N,N,S,S,S,N,N,50003836.0,10026627,,,,3 mg,Bialzepam,N,Cápsula,29,,Medicamento Uso Humano,,Autorizado,MSRM,"Medibial - Produtos Médicos e Farmacêuticos, S.A.",Diazepam,45,Bialzepam 3 mg Cápsula Blister - 60 unidade(s),3,mg,,,Diazepam,48,Via oral,20053000.0,Oral use,N05BA01,diazepam,12100.0,Capsule,Cápsula,Cápsula
26,1675,1026,9093849,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,1,0,N,N,S,S,S,N,N,50003844.0,10026627,,,,3 mg,Bialzepam,N,Cápsula,29,,Medicamento Uso Humano,,Autorizado,MSRM,"Medibial - Produtos Médicos e Farmacêuticos, S.A.",Diazepam,45,Bialzepam 3 mg Cápsula Blister - 20 unidade(s),3,mg,,,Diazepam,48,Via oral,20053000.0,Oral use,N05BA01,diazepam,12100.0,Capsule,Cápsula,Cápsula
27,1678,1028,9093864,Blister - 60 unidade(s),GH0000,60.0,32,,,,7,1,0,N,N,S,S,S,N,N,50003860.0,10010780,,,,6 mg,Bialzepam,N,Cápsula,29,,Medicamento Uso Humano,,Autorizado,MSRM,"Medibial - Produtos Médicos e Farmacêuticos, S.A.",Diazepam,45,Bialzepam 6 mg Cápsula Blister - 60 unidade(s),6,mg,,,Diazepam,48,Via oral,20053000.0,Oral use,N05BA01,diazepam,12100.0,Capsule,Cápsula,Cápsula
28,1680,1029,9286831,Blister - 60 unidade(s),GH0000,60.0,32,,,,7,1,0,N,N,S,S,S,N,N,50003895.0,10015164,,,,10 mg,Bialzepam Retard,N,Cápsula de libertação prolongada,33,,Medicamento Uso Humano,,Autorizado,MSRM,"Medibial - Produtos Médicos e Farmacêuticos, S.A.",Diazepam,45,Bialzepam Retard 10 mg Cápsula de libertação prolongada Blister - 60 unidade(s),10,mg,,,Diazepam,48,Via oral,20053000.0,Oral use,N05BA01,diazepam,10215000.0,"Prolonged-release capsule, hard",Cápsula de libertação prolongada,Cápsula de libertação prolongada
29,2052,1257,8254078,Blister - 60 unidade(s),GH0000,60.0,32,,,,7,1,0,N,N,N,S,S,N,N,50004239.0,10009097,,,,200 mg,Brufen,N,Comprimido revestido por película,39,,Medicamento Uso Humano,,Autorizado,MNSRM,"BGP Products, Unipessoal Lda.",Ibuprofeno,71,Brufen 200 mg Comprimido revestido por película Blister - 60 unidade(s),200,mg,,,Ibuprofeno,48,Via oral,20053000.0,Oral use,M01AE01,ibuprofen,10221000.0,Film-coated tablet,Comprimido revestido por película,Comprimido revestido por película
30,2053,1257,8254060,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,1,0,N,N,N,S,S,N,N,50004247.0,10009097,,,,200 mg,Brufen,N,Comprimido revestido por película,39,,Medicamento Uso Humano,,Autorizado,MNSRM,"BGP Products, Unipessoal Lda.",Ibuprofeno,71,Brufen 200 mg Comprimido revestido por película Blister - 20 unidade(s),200,mg,,,Ibuprofeno,48,Via oral,20053000.0,Oral use,M01AE01,ibuprofen,10221000.0,Film-coated tablet,Comprimido revestido por película,Comprimido revestido por película
31,2054,1258,8254052,Blister - 60 unidade(s),GH0000,60.0,32,,,,7,1,0,N,S,N,N,N,N,N,50004263.0,10026171,,,,400 mg,Brufen,N,Comprimido revestido por película,39,,Medicamento Uso Humano,,Autorizado,MNSRM-EF,"BGP Products, Unipessoal Lda.",Ibuprofeno,71,Brufen 400 mg Comprimido revestido por película Blister - 60 unidade(s),400,mg,,,Ibuprofeno,48,Via oral,20053000.0,Oral use,M01AE01,ibuprofen,10221000.0,Film-coated tablet,Comprimido revestido por película,Comprimido revestido por película
32,2059,1262,8523209,Frasco - 1 unidade(s) - 200 ml,GH0000,1.0,32,200.0,12.0,,8,1,0,N,N,N,N,N,N,N,50004336.0,10026381,,,,20 mg/ml,Brufen Suspensão,N,Suspensão oral,5,,Medicamento Uso Humano,,Autorizado,MNSRM,"BGP Products, Unipessoal Lda.",Ibuprofeno,71,Brufen Suspensão 20 mg/ml Suspensão oral Frasco - 1 unidade(s) - 200 ml,20,mg,1,ml,Ibuprofeno,48,Via oral,20053000.0,Oral use,M01AE01,ibuprofen,10106000.0,Oral suspension,Suspensão oral,Suspensão oral
33,2270,1410,9363507,Bisnaga - 1 unidade(s) - 20 g,GH0000,1.0,32,20.0,2.0,,58,2,0,N,N,N,S,S,N,N,50004417.0,10014280,,,,10 mg/g,Canesten,N,Creme,83,,Medicamento Uso Humano,,Autorizado,MNSRM,"Bayer Portugal, Lda.",Clotrimazol,42,Canesten 10 mg/g Creme Bisnaga - 1 unidade(s) - 20 g,10,mg,1,g,Clotrimazol,3,Uso cutâneo,20003000.0,Cutaneous use,D01AC01,clotrimazole,10502000.0,Cream,Creme,Creme
34,2272,1412,9482711,Frasco nebulizador - 1 unidade(s) - 25 ml,GH0000,1.0,32,25.0,12.0,,51,2,0,N,N,N,N,N,N,N,50004425.0,10062096,,,,10 mg/ml,Canesten,N,Solução para pulverização cutânea,89,,Medicamento Uso Humano,,Autorizado,MNSRM,"Bayer Portugal, Lda.",Clotrimazol,42,Canesten 10 mg/ml Solução para pulverização cutânea Frasco nebulizador - 1 unidade(s) - 25 ml,10,mg,1,ml,Clotrimazol,3,Uso cutâneo,20003000.0,Cutaneous use,D01AC01,clotrimazole,10509000.0,"Cutaneous spray, solution",Solução para pulverização cutânea,Solução para pulverização cutânea
35,2464,1500,9716522,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,1,0,N,N,S,N,N,N,N,50004638.0,10008320,,,,50 mg,Cataflam,N,Comprimido revestido,38,,Medicamento Uso Humano,,Autorizado,MSRM,"Laboratório Normal - Produtos Farmacêuticos, Lda.",Diclofenac,46,Cataflam 50 mg Comprimido revestido Blister - 20 unidade(s),50,mg,,,Diclofenac,48,Via oral,20053000.0,Oral use,M01AB05,diclofenac,10220000.0,Coated tablet,Comprimido revestido,Comprimido revestido
36,2465,1500,9716530,Blister - 60 unidade(s),GH0060,60.0,32,,,,7,1,0,N,N,S,S,S,N,N,50004646.0,10008320,,,,50 mg,Cataflam,N,Comprimido revestido,38,,Medicamento Uso Humano,Diclofenac | A101 | Oral | 50 mg | [21-60] unidades,Autorizado,MSRM,"Laboratório Normal - Produtos Farmacêuticos, Lda.",Diclofenac,46,Cataflam 50 mg Comprimido revestido Blister - 60 unidade(s),50,mg,,,Diclofenac,48,Via oral,20053000.0,Oral use,M01AB05,diclofenac,10220000.0,Coated tablet,Comprimido revestido,Comprimido revestido
37,2616,1585,2422590,Frasco para injetáveis - 10 unidade(s) - 6 ml,GH0000,10.0,32,6.0,12.0,,60,1,0,N,N,S,N,N,N,N,50004794.0,10022002,,,,750 mg/6 ml,Cefuroxima Hikma,N,Pó e solvente para solução injetável,212,,Medicamento Uso Humano,,Autorizado,MSRM,"Hikma Farmacêutica (Portugal), S.A.",Cefuroxima,31,Cefuroxima Hikma 750 mg/6 ml Pó e solvente para solução injetável Frasco para injetáveis - 10 unidade(s) - 6 ml,750,mg,6,ml,Cefuroxima,42,Via intravenosa,20045000.0,Intravenous use,J01DC02,cefuroxime,11207000.0,Powder and solvent for solution for injection,Pó e solvente para solução injetável,Pó e solvente para solução injetável
38,2618,1585,2439990,Frasco para injetáveis - 50 unidade(s) - 6 ml,GH0000,50.0,32,6.0,12.0,,60,1,0,N,N,S,N,N,N,N,50004808.0,10022002,,,,750 mg/6 ml,Cefuroxima Hikma,N,Pó e solvente para solução injetável,212,,Medicamento Uso Humano,,Autorizado,MSRM,"Hikma Farmacêutica (Portugal), S.A.",Cefuroxima,31,Cefuroxima Hikma 750 mg/6 ml Pó e solvente para solução injetável Frasco para injetáveis - 50 unidade(s) - 6 ml,750,mg,6,ml,Cefuroxima,42,Via intravenosa,20045000.0,Intravenous use,J01DC02,cefuroxime,11207000.0,Powder and solvent for solution for injection,Pó e solvente para solução injetável,Pó e solvente para solução injetável
39,2619,1585,2220093,Frasco para injetáveis - 1 unidade(s) - 6 ml,GH0000,1.0,32,6.0,12.0,,60,1,0,S,N,S,N,N,N,N,50004816.0,10022002,,,,750 mg/6 ml,Cefuroxima Hikma,N,Pó e solvente para solução injetável,212,,Medicamento Uso Humano,,Autorizado,MSRM,"Hikma Farmacêutica (Portugal), S.A.",Cefuroxima,31,Cefuroxima Hikma 750 mg/6 ml Pó e solvente para solução injetável Frasco para injetáveis - 1 unidade(s) - 6 ml,750,mg,6,ml,Cefuroxima,42,Via intravenosa,20045000.0,Intravenous use,J01DC02,cefuroxime,11207000.0,Powder and solvent for solution for injection,Pó e solvente para solução injetável,Pó e solvente para solução injetável
40,2778,1688,2485498,Blister - 60 unidade(s),GH0000,60.0,32,,,,7,2,0,N,N,S,N,N,N,N,50003356.0,10006304,,,,5 mg,Cetampril,N,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Labesfal - Laboratórios Almiro, S.A.",Enalapril,50,Cetampril 5 mg Comprimido Blister - 60 unidade(s),5,mg,,,Enalapril,48,Via oral,20053000.0,Oral use,C09AA02,enalapril,10219000.0,Tablet,Comprimido,Comprimido
41,2779,1688,2485399,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,2,0,N,N,S,N,N,N,N,50003364.0,10006304,,,,5 mg,Cetampril,N,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Labesfal - Laboratórios Almiro, S.A.",Enalapril,50,Cetampril 5 mg Comprimido Blister - 20 unidade(s),5,mg,,,Enalapril,48,Via oral,20053000.0,Oral use,C09AA02,enalapril,10219000.0,Tablet,Comprimido,Comprimido
42,2781,1689,2485597,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50003380.0,10008255,,,,20 mg,Cetampril,N,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Labesfal - Laboratórios Almiro, S.A.",Enalapril,50,Cetampril 20 mg Comprimido Blister - 30 unidade(s),20,mg,,,Enalapril,48,Via oral,20053000.0,Oral use,C09AA02,enalapril,10219000.0,Tablet,Comprimido,Comprimido
43,3343,2012,2164085,Ampola - 10 unidade(s) - 1 ml,GH0000,10.0,32,1.0,12.0,,1,2,0,N,N,S,N,N,N,N,50006002.0,10002398,,,,10 mg/1 ml,Morfina 1% Braun,N,Solução injetável,207,,Medicamento Uso Humano,,Autorizado,MSRM especial,"B. Braun Medical, Unipessoal Lda.",Morfina,822,Morfina 1% Braun 10 mg/1 ml Solução injetável Ampola - 10 unidade(s) - 1 ml,10,mg,1,ml,Morfina,42;37;30;8;58,Via intravenosa;Via intratecal;Via intramuscular;Via epidural;Via subcutânea,20045000.0;20042000.0;20035000.0;20009000.0;20066000.0,Intravenous use;Intrathecal use;Intramuscular use;Epidural use;Subcutaneous use,N02AA01,morphine,11201000.0,Solution for injection,Solução injetável,Solução injetável
44,4177,2527,2666683,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,1,0,N,N,S,N,N,N,N,50006614.0,10010822,,,,5 mg,Diazepam Ratiopharm 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Diazepam,45,Diazepam Ratiopharm 5 mg Comprimidos 5 mg Comprimido Blister - 30 unidade(s),5,mg,,,Diazepam,48,Via oral,20053000.0,Oral use,N05BA01,diazepam,10219000.0,Tablet,Comprimido,Comprimido
45,4178,2528,2666782,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,1,0,N,N,S,N,N,N,N,50006657.0,10008821,,,,10 mg,Diazepam Ratiopharm 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Diazepam,45,Diazepam Ratiopharm 10 mg Comprimidos 10 mg Comprimido Blister - 30 unidade(s),10,mg,,,Diazepam,48,Via oral,20053000.0,Oral use,N05BA01,diazepam,10219000.0,Tablet,Comprimido,Comprimido
